HPRNummer;Personnummer;Fornavn;Mellomnavn;Etternavn;Fødselsdato;Dødsdato;Kjønn;SistOppdatert;Statsborgerskap;Adresse;Postnummer;Poststed;Land
1015346;03045008214;MARTA CHRISTINA;;ZYRIANOV;1950.04.03 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;JEGERVEIEN 18;4034;STAVANGER;
1015354;01107040389;JØRG WALTER;;BARTLEMA;1970.10.01 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;NUTENSGATE NR. 3;4741;BYGLANDSFJORD;
1015362;21107115835;ANNA MAGDALENA;;BORGFJORD;1971.10.21 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TORPFJELLET 149;1389;HEGGEDAL;
1015370;02125236858;ERNA KIRSTEN;;ELHAJ-HASAN;1952.12.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BJØRKAVÅGGJERDET 9;6037;EIDSNES;
1015389;27105230600;FLORINELA;;ASAIR;1952.10.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MANHEIMSTRONDI 18;3840;SELJORD;
1015397;21085426599;KHOI;;ALESKEVICIUS;1954.08.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;JEGERVEGEN 15;1925;BLAKER;
1015400;04088540633;MARIAN BERNADETTE;;HELDSTAB;1985.08.04 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;DUBBEDALEN 3;5454;SÆBØVIK;
1015419;23106718857;JOHANNA INGER;TROPITZSCH;TORGAUTEN;1967.10.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;;PEDER COLBJØRNSENS G 2 B;1767;HALDEN;
1015435;17106800928;ALI JAAFAR;HALLBECK;SHAMBROOK;1968.10.17 00:00:00;;kjonn:1;2014.10.20 12:22:00;;HJELLMYRA 4 A;6429;MOLDE;
1015443;09057831828;ELLEN HENNIE;;SCHJANDER-OPSAHL;1978.05.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FALSENS GATE 16;4307;SANDNES;
1015451;02036318077;MAUD ASTRID;;GADAN;1963.03.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SIGRID UNDSETS GATE 10 B;8800;SANDNESSJØEN;
1015478;18014521476;ASTRID MÅLFRID;;SZUSTAK;1945.01.18 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LEIL.20 VEITVETSTUBBEN 10 B;0596;OSLO;
1015486;69088442563;GÖSTA EVERT;;SAMMON;1984.08.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;;OSCARSGATAN 1 85235 SUNDSVALL SVERIGE;;;
1015494;07106032232;RANJANI;;HOLDGAARD;1960.10.07 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HELIVEIEN 768;1820;SPYDEBERG;
1015508;25027411692;INGA GUNNEL;;KRAM;1974.02.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;DUEVEGEN 11;2016;FROGNER;
1015516;09088510973;ANDERS ULRICH;;PRESTELØKKEN;1985.08.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BOGSNES 48;5460;HUSNES;
1015524;15076943041;STINE BRITT;;BABAEI;1969.07.15 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;DVERGSTIEN 3;1890;RAKKESTAD;
1015532;13117345690;HELLE SYNNØVE;;KARPOW;1973.11.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KVARTSTUNET 12;1639;GAMLE FREDRIKSTAD;
1015540;08096322748;LASSE ROY;;KJEVERUD;1963.09.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;FROGNERVEIEN 15;0263;OSLO;
1015567;22067747023;KINE MARTHE;;SOGNLI;1977.06.22 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KJENNDALSTOPPEN 11;5225;NESTTUN;
1015575;10087041439;MIA LOTTA;;JEPPESTØL;1970.08.10 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GJÆRBRØNDVEIEN 8;4886;GRIMSTAD;
1015583;10096828239;BETTY LOVISE;;LØWHEIM;1968.09.10 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BLÅBÆRSVINGEN 23 A;4620;KRISTIANSAND S;
1015591;29126213466;VENA;;BOLSTAD-PEDERSEN;1962.12.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;NÆVERNES;8400;SORTLAND;
1015605;01125008476;DOROTHY MARY;;SØMBORG;1950.12.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;EVENESDAL;8255;RØKLAND;
1015613;28077617886;SATURNINA;;BORZECKA;1976.07.28 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;OLE BERGS VEG 8;3684;NOTODDEN;
1015621;01014612536;GRAHAM DUNCAN;;FEJZULAI;1946.01.01 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SCHWEIGAARDS GATE 98 F;0656;OSLO;
1015648;01045510502;KIM ROLF;;SKÅLBERG;1955.04.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;DISENVEIEN 7;0587;OSLO;
1015656;69088107527;ARVID MARDON;;KOCZKODAJ;1981.08.29 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;RESEPSJONEN SKISTAR 3560 HEMSEDAL;3560;HEMSEDAL;
1015664;23125522130;NIKOLAI LEONARD;;SAVKOV;1955.12.23 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HAREVEIEN 18;1960;LØKEN;
1015672;01028443117;PIO C;;FAMBAWL;1984.02.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TJØRUVEIEN 5;2450;RENA;
1015680;03076023432;GHENET TUCUEE;BRÆSTRUP;GORDH;1960.07.03 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SIGVARDSVEGEN 29;5310;HAUGLANDSHELLA;
1015699;69127038872;TERESA KRISTINA;SOLLAND;KILLINGMOE;1970.12.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SIAULIAI, IEVY 9 LITAUEN;;;
1015702;43015431726;AINIS;;RIZVANAJ;1954.01.03 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;S.DVORAKA 904, 39901 MILEVSKO CZECH REPUBLIK;;;
1015729;30126149243;PIA HELÉN;;EASTER;1961.12.30 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MELANDSVEGEN 115;5918;FREKHAUG;
1015737;02095239210;ANNEKE VON DER;;HAIKONEN;1952.09.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;;OPSTADVEIEN 9;1719;GREÅKER;
1015745;21068722958;LASSE INGAR;BELCOVSKI;GAMBAN;1987.06.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;L-32 HERMAN KRAGS VEG 25;7050;TRONDHEIM;
1015753;23057021330;BENJAMIN REGIS;;MEDVEDJEV;1970.05.23 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;;7870;GRONG;
1015761;05015705878;KWAN;SKAMMELSRUD;HORNSKOV;1957.01.05 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ØVRE FLATÅSVEG 43 D;7079;FLATÅSEN;
1015788;07116818196;JEAN C;;MISELIS;1968.11.07 00:00:00;;kjonn:1;2014.10.20 12:22:00;;OKSTADØY 92;7029;TRONDHEIM;
1015796;12025630155;XINLIANG;;STUGÅRD;1956.02.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:DK;TRYGVE NILSENS VEI 20 F;1061;OSLO;
1015818;15054740279;LIRIJA;JORDAL;HVARING;1947.05.15 00:00:00;;kjonn:2;2014.10.20 12:22:00;;SÆTERBYGDA 113;2870;DOKKA;
1015826;52017732803;KAROLINA ANDZELIKA;;JOERGENSEN;1977.01.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;OS.KSIGZGT MAZOWIECKICH 29/3 06-500 MLAWA POLEN;;;
1015834;23105143087;ANA TERESA;;UBEROI;1951.10.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;OL-KANELESAVEIEN 12;7374;RØROS;
1015842;07036114937;KENT JOHNNY;;CHAUSH;1961.03.07 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SKANSEN TERRASSE 22;1062;OSLO;
1015850;18117942372;ALLAN KJÆR;;PINHO;1979.11.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;FRYDENS GATE 1 A;0564;OSLO;
1015869;11027233408;MARIKA EWA;ØSTRING;WALLERVAND;1972.02.11 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FIGGATOPPEN 2;7712;STEINKJER;
1015877;22107517859;JOHANNE JENSINE;;GJØRVA;1975.10.22 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VIKTEN;8382;NAPP;
1015885;23118145739;RAVN MICHAEL;;CERKESAS;1981.11.23 00:00:00;;kjonn:1;2015.10.29 13:27:40;landkoder:NO;STOKKEBEKKVEIEN 182;1816;SKIPTVET;
1015893;16047239072;SIRI MARIANN;;NYQUIST-ANDERSEN;1972.04.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;REPPESGÅRDVEIEN 92;3220;SANDEFJORD;
1015907;11067105712;KRISTIAN BRAGE;TEVIK;TASLIDZA;1971.06.11 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;JACOB AALLS GATE 30;0364;OSLO;
1015915;15068636563;DAVID SPENCER;;TØREKI;1986.06.15 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;C/O JOSTEIN APELAND APELAND;5585;SANDEID;
1015923;19074803302;KHALED SAID;;KLEIVE-ANDERSEN;1948.07.19 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GULLHAUGGATA 33;9406;HARSTAD;
1015931;44038710378;OLA ESPEN;;LIBERSKI;1987.03.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;V/ILJEN BUNES THORSEN DOKTORVEIEN 8 3274 LARVIK;3274;LARVIK;
1015958;28068406430;KARINA ALEXANDRA;;ERSSON;1984.06.28 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;JACOBSGATA 27 A;2050;JESSHEIM;
1015966;09088522351;ERIK JULIAN;;SISMONDINI;1985.08.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SKYÅSVEGEN 72;7045;TRONDHEIM;
1015974;16087729226;KHALEDA;;KÄLLER;1977.08.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;CARL SCHJETNANS VEG 4;7081;SJETNEMARKA;
1015982;04064612927;RUNAR STEN;;EKENSTIERNA;1946.06.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;NORDRE HOVEDGÅRDS VEI 52;4621;KRISTIANSAND S;
1015990;22067442931;JAHN PHILIP;;OULARBI;1974.06.22 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;DREVLAND;8664;MOSJØEN;
1016008;07046648255;LINDA OLIVA;;POHTO;1966.04.07 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TERTNESHØYDEN 50;5113;TERTNES;
1016016;13038633125;ALEXANDER EIVIND;;BRIESE;1986.03.13 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ROLSTADBRÅTEN;2056;ALGARHEIM;
1016024;22127912916;ERNST KENNET;LINDEKILDE;HELLERMYR;1979.12.22 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TØMMERVEIEN 7;1414;TROLLÅSEN;
1016032;22015931144;ERLING JONNY;;LESKI;1959.01.22 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;RÅDHUSVEIEN 5;1940;BJØRKELANGEN;
1016040;02097639593;JOHN RAINER;;SHINVARI;1976.09.02 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BREGNESVINGEN 4 B;4790;LILLESAND;
1016059;58088247750;ABRAHAM MEHARI;;ASKIN;1982.08.18 00:00:00;;kjonn:2;2014.10.20 12:22:00;;39-203 NAGOSZYN 272 POLAND;;;
1016067;05036801451;ANGELIKA KLAUDIA;;BLAAFLADT;1968.03.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KLONTEIG 9;2208;KONGSVINGER;
1016075;23088435125;THOMAS EMIL;;SPONNICH;1984.08.23 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HJARTÅSVEGEN 19;5555;FØRDE I HORDALAND;
1016083;26016643563;CARSON;;JURAVLEV;1966.01.26 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KVERNBERGET HAVENGVEGEN 1;7350;BUVIKA;
1016105;18037401818;ANJULA;;PORNTAKO;1974.03.18 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;NYBROTTSVEIEN 1;1712;GRÅLUM;
1016113;23034406553;NJÅL MAGNUS;DE LA;CZESNOWSKI;1944.03.23 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;RUNNIBAKKEN 6;2150;ÅRNES;
1016121;10097023404;ELDRID MARIT;;WINNER;1970.09.10 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SMESTADHAGAN 2 C;0376;OSLO;
1016148;13066933282;GUN M;;GARBOM;1969.06.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KUHAGEN 34;4330;ÅLGÅRD;
1016156;12045944849;MARTINE ELISABETH;;OHLANDERS;1959.04.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TÅSÅSVEGEN 10;2320;FURNES;
1016164;19127511112;KHALID YAHYA;ALIEVICH;GJØVLAND;1975.12.19 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;NANNESTADVEGEN 209;2030;NANNESTAD;
1016172;65038636396;RASID;GRØNLI;GARDINER DEVILLIERS;1986.03.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;C/O JORUNN ANDERSEN HAMMERSTADS GATE 36 0363 OSLO;0363;OSLO;
1016180;11086012830;AASTA AMANDA;;NAULAK;1960.08.11 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GREPALIVEGEN 9;6150;ØRSTA;
1016199;25026431347;HIROYUKI;;EZZEDINE;1964.02.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HANDELAND;4544;FOSSDAL;
1016202;11056807308;SEBASTIAN ADAM;;CORBEAN;1968.05.11 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;;7870;GRONG;
1016229;30095613019;JORUNN GERD;;CHERNIKOVA;1956.09.30 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;STEMMELIA 14 A;5223;NESTTUN;
1016237;49097425271;TYTTI HANNELE;;WINNEM;1974.09.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;C/O INGEBORG ULSAKER SØRE ØYGARDSVEG 3550 GOL;3550;GOL;
1016245;66094647704;QUAN HONG;;MATHEY;1946.09.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;V/SOLVEIG MARIE MARTINSEN KRONPRINSENS GATE 33 4614 KRISTIANSAND S;4614;KRISTIANSANDS;
1016253;09087627907;JANUSZ WLADYSLAW;;NORLING;1976.08.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KLOPPAFJELLET 14;1634;GAMLE FREDRIKSTAD;
1016261;04027334844;MALEAH;;GRANLI-HANSEN;1973.02.04 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SLÅPEVEIEN 1 B;3151;TOLVSRØD;
1016288;15035617024;BRIT ELDRI;;BELMAN;1956.03.15 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;NORDJORDKROKEN 3;3483;KANA;
1016296;17104603491;GRETE SOLBJØRG;;FIRDAOUS;1946.10.17 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GLUPPEVEIEN 18 C;1614;FREDRIKSTAD;
1016318;21096100849;HELEN KIBROM;;ABDULLAHI ELMI;1961.09.21 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ASPERUDTOPPEN 68;1258;OSLO;
1016326;09086030362;SVEND PETTER;;HABAKI;1960.08.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KRINGSJÅ 13 B;1605;FREDRIKSTAD;
1016334;46015138173;WILLY CATO;;NORDBO;1951.01.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;C/O MAGNUS HAMLANDERS VEG 5 2406 ELVERUM;2406;ELVERUM;
1016342;03048619494;AUD MARIA;;HUTTOVA;1986.04.03 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;;6165;SÆBØ;
1016350;08108700093;MARIA LIV;;NIIA;1987.10.08 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TVANGSDALEN 8;4700;VENNESLA;
1016377;14118111010;LINE RAMONA;;SATHER;1981.11.14 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;C/O SOLBJØRG SLEMDALSVEIEN 89 C;0373;OSLO;
1016393;26128204074;NARINE;;OTTHO;1982.12.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ELGFARET 23 B;3617;KONGSBERG;
1016423;13025525269;KAMILA ELIZA;;STØLTUN;1955.02.13 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KORPÅSEN 15 C;1386;ASKER;
1016431;16095522169;REYNALDO H;NORDSTRAND;KUCZYNSKI;1955.09.16 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ØVRE HAGEBY 13;5411;STORD;
1016458;17056831045;BIRGITTE;;KAJTAZOVIC;1968.05.17 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GODHEIMVEIEN 56;3440;RØYKEN;
1016466;20056803409;AIZZA;;LILLE-MÆLUM;1968.05.20 00:00:00;;kjonn:2;2014.10.20 12:22:00;;KASERNEVEIEN 32;4630;KRISTIANSAND S;
1016474;06126117327;LEIF VIKING;;GLLI;1961.12.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;NORDNESVEIEN 36;8450;STOKMARKNES;
1016482;07077946971;MACARIO MEDINA;;POLIFKA;1979.07.07 00:00:00;;kjonn:1;2014.10.20 12:22:00;;BORGER WITHS GATE 2;0482;OSLO;
1016490;05116810346;ÅDNE MARTIN;;RAAE;1968.11.05 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SELJEVEGEN 10;3560;HEMSEDAL;
1016504;09034840013;ANDREA HENRIETTE;;FARNELL;1948.03.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;OLAF BULLS VEI 22;0765;OSLO;
1016512;09116313445;CAROLIN ROSALINDE;;BRODIE;1963.11.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SLATTUM TERRASSE 46 F;1480;SLATTUM;
1016520;31076627161;OSMAN KADIR;;JONGERDEN;1966.07.31 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;RAGNARRUD 14;6900;FLORØ;
1016539;01078248293;KARIN EVELYN;;TENDØ;1982.07.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HÅKONSKASTET 7 C;1453;BJØRNEMYR;
1016547;06087013748;DAG WALTER;;SÆTEN;1970.08.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BREKKAVEGEN 1 C;7350;BUVIKA;
1016555;08076947857;KAREN HOLM;;RYLUND;1969.07.08 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KJERRHEIA 9;4621;KRISTIANSAND S;
1016563;12066739749;PER-BJØRNAR;BERGÅKER;BOGACS;1967.06.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BREIDABLIKGATA 195;5525;HAUGESUND;
1016571;24057623558;HALVOR O;;EL OUAMARI;1976.05.24 00:00:00;;kjonn:1;2014.10.20 12:22:00;;BUREISINGSVEGEN 54;6040;VIGRA;
1016601;16055940863;DEIDRE ALIMA BREGENE;;BROIDE;1959.05.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VIDNESVEIEN 57;1816;SKIPTVET;
1016628;10028614824;BEATE KATHRINE;SKJULSTAD;ROMMERUD;1986.02.10 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HELLERUDSVINGEN 21;0684;OSLO;
1016636;13107205467;MARIA CATRIN;;VINDSTAD;1972.10.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;JARLSØVEIEN 49 B;3124;TØNSBERG;
1016652;27076913698;ELSE-RITA;ENGESVOLD;RUMKER;1969.07.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HAVØRNBRAUTENE 52 D;4049;HAFRSFJORD;
1016660;28096601338;WILLY FRITZ;LAPPEGARD;CHIB;1966.09.28 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GAMLE STEINSTØVEGEN 10;5108;HORDVIK;
1016679;03018218657;INGA SOFIA;;FØINUM;1982.01.03 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SKRENTEN 8 A;6411;MOLDE;
1016687;16028308098;CHARLOTTE RENEE;;KULSLI;1983.02.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ÅKLANGBERGSVEGEN 140;2220;ÅBOGEN;
1016695;03057836619;WILLEN;;GULBRANDSEN-BJØRNØDEGÅRD;1978.05.03 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BUERVEIEN 58;1820;SPYDEBERG;
1016709;07017531675;LOTTEN HELENA;;MACKEVICIUTE;1975.01.07 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;CATHARINE LYSHOLMS VEG 6 B;7022;TRONDHEIM;
1016717;11125315234;BARBARA RUTH;;BRYHNISVEEN;1953.12.11 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BAKKEVEIEN 28;1642;SALTNES;
1016725;56117530189;KRASIMIR VIKTOROV;;SKULTINS;1975.11.16 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;V/ KURT ANDERSEN SJØTUNVEGEN 402 9100 KVALØYSLETTA;9100;KVALØYSLETTA;
1016733;08124532532;STEINGRIMUR E;;WELL;1945.12.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;STEINESTØVEGEN 540;5109;HYLKJE;
1016741;27114814089;ANJA ELISABET;;GJEITNES;1948.11.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;STIGERBAKKEN 9;1348;RYKKINN;
1016776;28047244007;ASTRI SOLVEIG;;RYBALKO;1972.04.28 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TOMASJORDVEGEN 142;9024;TOMASJORD;
1016784;31108213178;ROMEO SALVADOR;;MAKRYLLOS;1982.10.31 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TØMTESLETTA 22;2013;SKJETTEN;
1016792;13064701538;PETER STEPHAN;;KAMB;1947.06.13 00:00:00;;kjonn:1;2014.10.20 12:22:00;;BRÅVALLAGATA 6;5522;HAUGESUND;
1016806;06088207171;MORTEN ÅGE;;HULTBORN;1982.08.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;DALSBERGSTIEN 3;0170;OSLO;
1016814;09046625231;KAREN MARTE;;TONKIN;1966.04.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SKOGHOLTET 14;1715;YVEN;
1016822;28078045967;MOWLUDDIN;;PEISER;1980.07.28 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HOFFSVEIEN 6 A;0275;OSLO;
1016830;02027422651;AHALYA;;NORD-VARHAUG;1974.02.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;;7584;SELBUSTRAND;
1016849;48117426125;Gunnar Mar;;Gunnarsson;1974.11.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;;Kvitlyngveien 4 A;4332;;
1016857;21014223875;NAIRA;;OSPENES;1942.01.21 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BORGARVEIEN 3 A;1633;GAMLE FREDRIKSTAD;
1016865;55086910232;LIWAYWAY;;SIGEHOLT;1969.08.15 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;D.BO V/ INGER MARIE KVERNEGGEN 2500 TYNSET;2500;TYNSET;
1016873;05026606073;HERMA;MUNTHER;BÅDSHAUG;1966.02.05 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KLOKKMARKA 16;6050;VALDERØYA;
1016881;27077322022;EVINA SOFIE;;HOUMSMOEN;1973.07.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;;MELLOMVEIEN 20;7042;TRONDHEIM;
1016911;06017100538;NIKOLAI VINCENT;;NIEDBAL;1971.01.06 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SIGRID UNDSETS VEI 34;1619;FREDRIKSTAD;
1016946;04127419340;JEREMY DAVID;;UL HASSAN;1974.12.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;;MORVIKBOTN 349;5122;MORVIK;
1016954;07038508088;BJØRG LILLEBA;;DERIC;1985.03.07 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SOLLIVEIEN 32 B;3292;STAVERN;
1016962;03066640174;HALVOR BJØRN;;ZOWCZAK;1966.06.03 00:00:00;;kjonn:1;2014.10.20 12:22:00;;KLØVERVEIEN 7 H;1450;NESODDTANGEN;
1016970;05088500026;SARA LEONORA;AKSJØBERG;THISTRAND;1985.08.05 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VEVIKVEIEN 24;9770;MEHAMN;
1016989;11114516556;PAUL ANSGAR;;KVÅLSGARD;1945.11.11 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ØVRE FRYDENDAL 10 C;1384;ASKER;
1016997;28067249811;KARI VAN;;JUDDHA;1972.06.28 00:00:00;;kjonn:2;2014.10.20 12:22:00;;BLÅSENBORGVEGEN 27;5355;KNARREVIK;
1017004;04118147141;ARNFINN BERNHARD;;KURUNATHAN;1981.11.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KVILEITET 56;4365;NÆRBØ;
1017012;02027214153;CURT RICHARD;;KOHANSAL;1972.02.02 00:00:00;;kjonn:1;2014.10.20 12:22:00;;GRÅSTEINVEIEN 20;9311;BRØSTADBOTN;
1017020;21115121658;ANNA BERGITTA;;KLÆVIK;1951.11.21 00:00:00;;kjonn:2;2013.10.07 11:06:00;;KORPÅSEN 19 B;1386;ASKER;
1017039;28128539141;SURACHAI;PILEKÆR;SZACHNIEWICZ;1985.12.28 00:00:00;;kjonn:1;2014.10.20 12:22:00;;NEDRE ULLEVÅL 9;0850;OSLO;
1017047;16036003506;DAN SIGURD;;SIEMEK;1960.03.16 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ARNE BECKERS GATE 25;3188;HORTEN;
